holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,traffic_volume,hour,day_of_week,is_weekend,hour_sin,hour_cos,is_holiday,is_severe_weather,is_low_visibility,temp_scaled,rain_1h_scaled,clouds_all_scaled,congestion_category
,273.71,0.0,0.0,20,,,2012-10-08 09:00:00,4832,9,0,0,0.7071067811865476,-0.7071067811865475,0,0,0,0.45470905818836216,0.0,0.2,High
,276.77,0.0,0.0,20,,,2012-10-08 10:00:00,4395,10,0,0,0.49999999999999994,-0.8660254037844387,0,0,0,0.5005998800239951,0.0,0.2,High
,279.47,0.0,0.0,20,,,2012-10-08 11:00:00,4411,11,0,0,0.258819045102521,-0.9659258262890682,0,0,0,0.5410917816436718,0.0,0.2,High
,279.84,0.0,0.0,1,,,2012-10-08 12:00:00,4648,12,0,0,1.2246467991473532e-16,-1.0,0,0,0,0.5466406718656266,0.0,0.01,High
,282.34,0.0,0.0,40,,,2012-10-08 13:00:00,4602,13,0,0,-0.2588190451025208,-0.9659258262890683,0,0,0,0.5841331733653267,0.0,0.4,High
,282.94,0.0,0.0,40,,,2012-10-08 14:00:00,5125,14,0,0,-0.4999999999999997,-0.8660254037844388,0,0,0,0.593131373725255,0.0,0.4,Severe
,283.48,0.0,0.0,1,,,2012-10-08 15:00:00,5502,15,0,0,-0.7071067811865471,-0.7071067811865479,0,0,0,0.6012297540491905,0.0,0.01,Severe
,284.33,0.0,0.0,1,,,2012-10-08 16:00:00,5979,16,0,0,-0.8660254037844385,-0.5000000000000004,0,0,0,0.6139772045590881,0.0,0.01,Severe
,284.48,0.0,0.0,40,,,2012-10-08 17:00:00,5663,17,0,0,-0.9659258262890683,-0.25881904510252063,0,0,0,0.6162267546490706,0.0,0.4,Severe
,284.23,0.0,0.0,40,,,2012-10-08 18:00:00,4259,18,0,0,-1.0,-1.8369701987210297e-16,0,0,0,0.6124775044991005,0.0,0.4,High
,281.99,0.0,0.0,20,,,2012-10-08 19:00:00,3069,19,0,0,-0.9659258262890684,0.2588190451025203,0,0,0,0.5788842231553692,0.0,0.2,Medium
,279.81,0.0,0.0,1,,,2012-10-08 20:00:00,2378,20,0,0,-0.8660254037844386,0.5000000000000001,0,0,0,0.5461907618476306,0.0,0.01,Medium
,279.35,0.0,0.0,1,,,2012-10-08 21:00:00,2030,21,0,0,-0.7071067811865477,0.7071067811865474,0,0,0,0.5392921415716861,0.0,0.01,Medium
,278.9,0.0,0.0,1,,,2012-10-08 22:00:00,1400,22,0,0,-0.5000000000000004,0.8660254037844384,0,0,0,0.5325434913017395,0.0,0.01,Medium
,278.46,0.0,0.0,1,,,2012-10-08 23:00:00,917,23,0,0,-0.25881904510252157,0.9659258262890681,0,0,0,0.5259448110377923,0.0,0.01,Low
,277.78,0.0,0.0,1,,,2012-10-09 00:00:00,515,0,1,0,0.0,1.0,0,0,0,0.5157468506298738,0.0,0.01,Low
,277.27,0.0,0.0,1,,,2012-10-09 01:00:00,302,1,1,0,0.25881904510252074,0.9659258262890683,0,0,0,0.5080983803239351,0.0,0.01,Low
,277.47,0.0,0.0,1,,,2012-10-09 02:00:00,251,2,1,0,0.49999999999999994,0.8660254037844387,0,0,0,0.5110977804439117,0.0,0.01,Low
,276.97,0.0,0.0,20,,,2012-10-09 04:00:00,798,4,1,0,0.8660254037844386,0.5000000000000001,0,0,0,0.5035992801439718,0.0,0.2,Low
,276.52,0.0,0.0,40,,,2012-10-09 05:00:00,2678,5,1,0,0.9659258262890683,0.25881904510252074,0,0,0,0.49685062987402506,0.0,0.4,Medium
,276.6,0.0,0.0,40,,,2012-10-09 06:00:00,5733,6,1,0,1.0,6.123233995736766e-17,0,0,0,0.4980503899220161,0.0,0.4,Severe
,277.31,0.0,0.0,75,,,2012-10-09 07:00:00,6449,7,1,0,0.9659258262890683,-0.25881904510252063,0,0,0,0.5086982603479306,0.0,0.75,Severe
,278.38,0.0,0.0,90,,,2012-10-09 08:00:00,5765,8,1,0,0.8660254037844387,-0.4999999999999998,0,0,0,0.5247450509898022,0.0,0.9,Severe
,279.35,0.0,0.0,90,,,2012-10-09 09:00:00,5599,9,1,0,0.7071067811865476,-0.7071067811865475,0,0,0,0.5392921415716861,0.0,0.9,Severe
,281.37,0.0,0.0,90,,,2012-10-09 10:00:00,4534,10,1,0,0.49999999999999994,-0.8660254037844387,0,0,0,0.5695860827834436,0.0,0.9,High
,283.11,0.0,0.0,90,,,2012-10-09 11:00:00,4691,11,1,0,0.258819045102521,-0.9659258262890682,0,0,0,0.595680863827235,0.0,0.9,High
,284.08,0.0,0.0,75,,,2012-10-09 12:00:00,5067,12,1,0,1.2246467991473532e-16,-1.0,0,0,0,0.610227954409118,0.0,0.75,Severe
,285.14,0.0,0.0,75,,,2012-10-09 13:00:00,5030,13,1,0,-0.2588190451025208,-0.9659258262890683,0,0,0,0.626124775044991,0.0,0.75,Severe
,286.35,0.0,0.0,90,,,2012-10-09 14:00:00,5300,14,1,0,-0.4999999999999997,-0.8660254037844388,0,0,0,0.6442711457708463,0.0,0.9,Severe
